PLUS_MINUS,game,handicap,odds,name,description,first,hit
6,2023-12-23 Atlanta Hawks,-7.5,92.5925925925926,Atlanta Hawks,Spread Betting,0.0,0.0
-6,2023-12-23 Memphis Grizzlies,1.5,92.5925925925926,Memphis Grizzlies,Spread Betting,1.0,1.0
-6,2023-12-23 Memphis Grizzlies,6.5,98.0392156862745,Memphis Grizzlies,Spread Betting,0.0,1.0
11,2023-12-23 Detroit Pistons,9.5,90.9090909090909,Detroit Pistons,Spread Betting,1.0,0.0
11,2023-12-23 Detroit Pistons,12.5,74.07407407407408,Detroit Pistons,Spread Betting,0.0,1.0
2,2023-12-23 New Orleans Pelicans,-7.5,92.5925925925926,New Orleans Pelicans,Spread Betting,1.0,0.0
2,2023-12-23 New Orleans Pelicans,-6.5,76.92307692307693,New Orleans Pelicans,Spread Betting,0.0,0.0
7,2023-12-23 Indiana Pacers,-2.5,92.5925925925926,Indiana Pacers,Spread Betting,1.0,0.0
7,2023-12-23 Indiana Pacers,8.5,96.15384615384616,Indiana Pacers,Spread Betting,0.0,1.0
-2,2023-12-23 Houston Rockets,7.5,89.28571428571429,Houston Rockets,Spread Betting,1.0,1.0
-2,2023-12-23 Houston Rockets,6.5,100.0,Houston Rockets,Spread Betting,0.0,1.0
-7,2023-12-23 Utah Jazz,5.5,89.28571428571429,Utah Jazz,Spread Betting,1.0,1.0
-7,2023-12-23 Utah Jazz,9.5,114.0,Utah Jazz,Spread Betting,0.0,1.0
-7,2023-12-23 Orlando Magic,2.5,89.28571428571429,Orlando Magic,Spread Betting,1.0,1.0
-7,2023-12-23 Orlando Magic,-4.5,81.9672131147541,Orlando Magic,Spread Betting,0.0,1.0
7,2023-12-23 Toronto Raptors,-5.5,92.5925925925926,Toronto Raptors,Spread Betting,1.0,0.0
7,2023-12-23 Toronto Raptors,-13.5,81.9672131147541,Toronto Raptors,Spread Betting,0.0,0.0
-11,2023-12-23 Brooklyn Nets,-9.5,90.9090909090909,Brooklyn Nets,Spread Betting,1.0,1.0
-11,2023-12-23 Brooklyn Nets,-12.5,104.0,Brooklyn Nets,Spread Betting,0.0,0.0
11,2023-12-22 Washington Wizards,11.0,89.28571428571429,Washington Wizards,Spread Betting,1.0,0.5
11,2023-12-22 Washington Wizards,10.5,94.33962264150944,Washington Wizards,Spread Betting,0.0,0.0
-11,2023-12-22 Golden State Warriors,-11.0,92.5925925925926,Golden State Warriors,Spread Betting,1.0,0.5
-11,2023-12-22 Golden State Warriors,-10.5,81.9672131147541,Golden State Warriors,Spread Betting,0.0,1.0
15,2023-12-22 Phoenix Suns,4.0,90.9090909090909,Phoenix Suns,Spread Betting,1.0,0.0
15,2023-12-22 Phoenix Suns,8.5,83.33333333333334,Phoenix Suns,Spread Betting,0.0,0.0
-15,2023-12-22 Sacramento Kings,-4.0,90.9090909090909,Sacramento Kings,Spread Betting,1.0,1.0
-15,2023-12-22 Sacramento Kings,-8.5,92.5925925925926,Sacramento Kings,Spread Betting,0.0,1.0
10,2023-12-22 Toronto Raptors,8.5,89.28571428571429,Toronto Raptors,Spread Betting,1.0,0.0
10,2023-12-22 Toronto Raptors,6.5,94.33962264150944,Toronto Raptors,Spread Betting,0.0,0.0
-10,2023-12-22 Philadelphia 76ers,-8.5,92.5925925925926,Philadelphia 76ers,Spread Betting,1.0,1.0
-10,2023-12-22 Philadelphia 76ers,-3.5,87.71929824561403,Philadelphia 76ers,Spread Betting,0.0,1.0
-5,2023-12-22 Denver Nuggets,-4.5,90.9090909090909,Denver Nuggets,Spread Betting,1.0,1.0
-5,2023-12-22 Denver Nuggets,-3.5,75.75757575757575,Denver Nuggets,Spread Betting,0.0,1.0
5,2023-12-22 Brooklyn Nets,4.5,90.9090909090909,Brooklyn Nets,Spread Betting,1.0,0.0
5,2023-12-22 Brooklyn Nets,3.5,102.0,Brooklyn Nets,Spread Betting,0.0,0.0
9,2023-12-22 Atlanta Hawks,1.5,90.9090909090909,Atlanta Hawks,Spread Betting,1.0,0.0
9,2023-12-22 Atlanta Hawks,3.5,71.42857142857143,Atlanta Hawks,Spread Betting,0.0,0.0
-9,2023-12-22 Miami Heat,-1.0,90.9090909090909,Miami Heat,Spread Betting,1.0,1.0
-9,2023-12-22 Miami Heat,-3.5,108.0,Miami Heat,Spread Betting,0.0,1.0
26,2023-12-22 Dallas Mavericks,8.5,89.28571428571429,Dallas Mavericks,Spread Betting,1.0,0.0
26,2023-12-22 Dallas Mavericks,14.5,92.5925925925926,Dallas Mavericks,Spread Betting,0.0,0.0
-26,2023-12-22 Houston Rockets,-8.5,92.5925925925926,Houston Rockets,Spread Betting,1.0,1.0
-26,2023-12-22 Houston Rockets,-13.5,67.56756756756756,Houston Rockets,Spread Betting,0.0,1.0
7,2023-12-21 Los Angeles Lakers,8.0,92.5925925925926,Los Angeles Lakers,Spread Betting,1.0,1.0
7,2023-12-21 Los Angeles Lakers,8.5,74.07407407407408,Los Angeles Lakers,Spread Betting,0.0,1.0
-7,2023-12-21 Minnesota Timberwolves,-8.0,89.28571428571429,Minnesota Timberwolves,Spread Betting,1.0,0.0
-7,2023-12-21 Minnesota Timberwolves,-8.5,104.0,Minnesota Timberwolves,Spread Betting,0.0,0.0
1,2023-12-21 Portland Trail Blazers,-4.5,92.5925925925926,Portland Trail Blazers,Spread Betting,1.0,0.0
1,2023-12-21 Portland Trail Blazers,5.5,75.75757575757575,Portland Trail Blazers,Spread Betting,0.0,1.0
-1,2023-12-21 Washington Wizards,4.5,89.28571428571429,Washington Wizards,Spread Betting,1.0,1.0
-1,2023-12-21 Washington Wizards,-5.5,102.0,Washington Wizards,Spread Betting,0.0,0.0
-8,2023-12-21 Utah Jazz,2.0,92.5925925925926,Utah Jazz,Spread Betting,1.0,1.0
-8,2023-12-21 Utah Jazz,-1.5,74.07407407407408,Utah Jazz,Spread Betting,0.0,1.0
8,2023-12-21 Detroit Pistons,-2.0,89.28571428571429,Detroit Pistons,Spread Betting,1.0,0.0
8,2023-12-21 Detroit Pistons,3.5,90.9090909090909,Detroit Pistons,Spread Betting,0.0,0.0
-19,2023-12-21 Oklahoma City Thunder,-6.0,90.9090909090909,Oklahoma City Thunder,Spread Betting,1.0,1.0
-19,2023-12-21 Oklahoma City Thunder,-6.5,76.92307692307693,Oklahoma City Thunder,Spread Betting,0.0,1.0
4,2023-12-21 Orlando Magic,8.5,94.33962264150944,Orlando Magic,Spread Betting,1.0,1.0
4,2023-12-21 Orlando Magic,7.5,87.71929824561403,Orlando Magic,Spread Betting,0.0,1.0
-4,2023-12-21 Milwaukee Bucks,-9.0,92.5925925925926,Milwaukee Bucks,Spread Betting,1.0,0.0
-4,2023-12-21 Milwaukee Bucks,-5.5,68.4931506849315,Milwaukee Bucks,Spread Betting,0.0,0.0
19,2023-12-21 Cleveland Cavaliers,3.0,89.28571428571429,Cleveland Cavaliers,Spread Betting,1.0,0.0
19,2023-12-21 Cleveland Cavaliers,12.5,71.42857142857143,Cleveland Cavaliers,Spread Betting,0.0,0.0
-19,2023-12-21 New Orleans Pelicans,-3.5,90.9090909090909,New Orleans Pelicans,Spread Betting,1.0,1.0
-19,2023-12-21 New Orleans Pelicans,-8.5,81.9672131147541,New Orleans Pelicans,Spread Betting,0.0,1.0
-19,2023-12-21 Chicago Bulls,-6.0,89.28571428571429,Chicago Bulls,Spread Betting,1.0,1.0
-19,2023-12-21 Chicago Bulls,-7.5,100.0,Chicago Bulls,Spread Betting,0.0,1.0
19,2023-12-21 San Antonio Spurs,6.0,92.5925925925926,San Antonio Spurs,Spread Betting,1.0,0.0
19,2023-12-21 San Antonio Spurs,6.5,92.5925925925926,San Antonio Spurs,Spread Betting,0.0,0.0
-13,2023-12-21 Memphis Grizzlies,-2.0,90.9090909090909,Memphis Grizzlies,Spread Betting,1.0,1.0
-13,2023-12-21 Memphis Grizzlies,-1.5,69.44444444444444,Memphis Grizzlies,Spread Betting,0.0,1.0
13,2023-12-21 Indiana Pacers,2.5,90.9090909090909,Indiana Pacers,Spread Betting,1.0,0.0
13,2023-12-21 Indiana Pacers,1.5,110.0,Indiana Pacers,Spread Betting,0.0,0.0
-25,2023-12-20 Boston Celtics,3.5,89.28571428571429,Boston Celtics,Spread Betting,1.0,1.0
-25,2023-12-20 Boston Celtics,-0.5,108.0,Boston Celtics,Spread Betting,0.0,1.0
25,2023-12-20 Sacramento Kings,-3.5,92.5925925925926,Sacramento Kings,Spread Betting,1.0,0.0
25,2023-12-20 Sacramento Kings,3.5,84.7457627118644,Sacramento Kings,Spread Betting,0.0,0.0
9,2023-12-20 Toronto Raptors,4.0,87.71929824561403,Toronto Raptors,Spread Betting,1.0,0.0
9,2023-12-20 Toronto Raptors,14.5,75.75757575757575,Toronto Raptors,Spread Betting,0.0,1.0
-9,2023-12-20 Denver Nuggets,-3.5,89.28571428571429,Denver Nuggets,Spread Betting,1.0,1.0
-9,2023-12-20 Denver Nuggets,-14.5,102.0,Denver Nuggets,Spread Betting,0.0,0.0
9,2023-12-20 Dallas Mavericks,2.0,92.5925925925926,Dallas Mavericks,Spread Betting,1.0,0.0
9,2023-12-20 Dallas Mavericks,9.5,83.33333333333334,Dallas Mavericks,Spread Betting,0.0,1.0
-7,2023-12-20 Atlanta Hawks,2.5,92.5925925925926,Atlanta Hawks,Spread Betting,1.0,1.0
-7,2023-12-20 Atlanta Hawks,-7.5,110.0,Atlanta Hawks,Spread Betting,0.0,0.0
7,2023-12-20 Houston Rockets,-2.5,89.28571428571429,Houston Rockets,Spread Betting,1.0,0.0
7,2023-12-20 Houston Rockets,7.5,69.44444444444444,Houston Rockets,Spread Betting,0.0,1.0
-16,2023-12-20 Chicago Bulls,3.5,95.23809523809524,Chicago Bulls,Spread Betting,1.0,1.0
-16,2023-12-20 Chicago Bulls,-1.5,90.9090909090909,Chicago Bulls,Spread Betting,0.0,1.0
16,2023-12-20 Los Angeles Lakers,-3.5,86.95652173913044,Los Angeles Lakers,Spread Betting,1.0,0.0
16,2023-12-20 Los Angeles Lakers,1.5,84.7457627118644,Los Angeles Lakers,Spread Betting,0.0,0.0
19,2023-12-20 Brooklyn Nets,0.5,92.5925925925926,Brooklyn Nets,Spread Betting,1.0,0.0
19,2023-12-20 Brooklyn Nets,7.5,78.125,Brooklyn Nets,Spread Betting,0.0,0.0
-19,2023-12-20 New York Knicks,-0.5,89.28571428571429,New York Knicks,Spread Betting,1.0,1.0
-19,2023-12-20 New York Knicks,-7.5,98.0392156862745,New York Knicks,Spread Betting,0.0,1.0
14,2023-12-20 Minnesota Timberwolves,4.0,90.9090909090909,Minnesota Timberwolves,Spread Betting,1.0,0.0
14,2023-12-20 Minnesota Timberwolves,3.5,84.7457627118644,Minnesota Timberwolves,Spread Betting,0.0,0.0
-14,2023-12-20 Philadelphia 76ers,-3.5,87.71929824561403,Philadelphia 76ers,Spread Betting,1.0,1.0
-14,2023-12-20 Philadelphia 76ers,-7.5,108.0,Philadelphia 76ers,Spread Betting,0.0,1.0
9,2023-12-20 Orlando Magic,-5.5,92.5925925925926,Orlando Magic,Spread Betting,1.0,0.0
9,2023-12-20 Orlando Magic,-1.5,106.0,Orlando Magic,Spread Betting,0.0,0.0
-9,2023-12-20 Miami Heat,5.5,89.28571428571429,Miami Heat,Spread Betting,1.0,1.0
-9,2023-12-20 Miami Heat,-9.5,81.9672131147541,Miami Heat,Spread Betting,0.0,0.0
-31,2023-12-20 Indiana Pacers,-10.0,87.71929824561403,Indiana Pacers,Spread Betting,1.0,1.0
-31,2023-12-20 Indiana Pacers,-11.5,69.44444444444444,Indiana Pacers,Spread Betting,0.0,1.0
31,2023-12-20 Charlotte Hornets,10.5,90.9090909090909,Charlotte Hornets,Spread Betting,1.0,0.0
31,2023-12-20 Charlotte Hornets,13.5,94.33962264150944,Charlotte Hornets,Spread Betting,0.0,0.0
-8,2023-12-20 Cleveland Cavaliers,-3.5,89.28571428571429,Cleveland Cavaliers,Spread Betting,1.0,1.0
-8,2023-12-20 Cleveland Cavaliers,-4.5,87.71929824561403,Cleveland Cavaliers,Spread Betting,0.0,1.0
8,2023-12-20 Utah Jazz,3.5,92.5925925925926,Utah Jazz,Spread Betting,1.0,0.0
8,2023-12-20 Utah Jazz,6.5,72.46376811594203,Utah Jazz,Spread Betting,0.0,0.0
-6,2023-12-19 Golden State Warriors,4.5,92.5925925925926,Golden State Warriors,Spread Betting,1.0,1.0
-6,2023-12-19 Golden State Warriors,4.5,88.49557522123894,Golden State Warriors,Spread Betting,0.0,1.0
6,2023-12-19 Boston Celtics,-4.5,89.28571428571429,Boston Celtics,Spread Betting,1.0,0.0
6,2023-12-19 Boston Celtics,-4.5,86.95652173913044,Boston Celtics,Spread Betting,0.0,0.0
-2,2023-12-19 Memphis Grizzlies,8.5,92.5925925925926,Memphis Grizzlies,Spread Betting,1.0,1.0
-2,2023-12-19 Memphis Grizzlies,21.5,74.07407407407408,Memphis Grizzlies,Spread Betting,0.0,1.0
2,2023-12-19 New Orleans Pelicans,-8.5,89.28571428571429,New Orleans Pelicans,Spread Betting,1.0,0.0
2,2023-12-19 New Orleans Pelicans,-19.5,83.33333333333334,New Orleans Pelicans,Spread Betting,0.0,0.0
5,2023-12-19 Phoenix Suns,-7.0,90.9090909090909,Phoenix Suns,Spread Betting,1.0,0.0
5,2023-12-19 Phoenix Suns,-9.5,88.49557522123894,Phoenix Suns,Spread Betting,0.0,0.0
-5,2023-12-19 Portland Trail Blazers,7.5,89.28571428571429,Portland Trail Blazers,Spread Betting,1.0,1.0
-5,2023-12-19 Portland Trail Blazers,9.5,86.95652173913044,Portland Trail Blazers,Spread Betting,0.0,1.0
-13,2023-12-19 Milwaukee Bucks,-16.5,89.28571428571429,Milwaukee Bucks,Spread Betting,1.0,0.0
-13,2023-12-19 Milwaukee Bucks,-17.5,72.46376811594203,Milwaukee Bucks,Spread Betting,0.0,0.0
13,2023-12-19 San Antonio Spurs,17.0,89.28571428571429,San Antonio Spurs,Spread Betting,1.0,1.0
13,2023-12-19 San Antonio Spurs,17.5,106.0,San Antonio Spurs,Spread Betting,0.0,1.0
4,2023-12-18 Philadelphia 76ers,-10.0,89.28571428571429,Philadelphia 76ers,Spread Betting,1.0,0.0
4,2023-12-18 Philadelphia 76ers,0.5,90.9090909090909,Philadelphia 76ers,Spread Betting,0.0,0.0
-4,2023-12-18 Chicago Bulls,10.0,92.5925925925926,Chicago Bulls,Spread Betting,1.0,1.0
-4,2023-12-18 Chicago Bulls,-0.5,84.7457627118644,Chicago Bulls,Spread Betting,0.0,1.0
24,2023-12-18 Indiana Pacers,4.0,90.9090909090909,Indiana Pacers,Spread Betting,1.0,0.0
24,2023-12-18 Indiana Pacers,10.5,80.0,Indiana Pacers,Spread Betting,0.0,0.0
15,2023-12-18 Charlotte Hornets,12.5,92.5925925925926,Charlotte Hornets,Spread Betting,1.0,0.0
15,2023-12-18 Charlotte Hornets,4.5,88.49557522123894,Charlotte Hornets,Spread Betting,0.0,0.0
-15,2023-12-18 Toronto Raptors,-12.5,89.28571428571429,Toronto Raptors,Spread Betting,1.0,1.0
-15,2023-12-18 Toronto Raptors,-4.5,86.95652173913044,Toronto Raptors,Spread Betting,0.0,1.0
19,2023-12-18 Memphis Grizzlies,10.5,90.9090909090909,Memphis Grizzlies,Spread Betting,1.0,0.0
19,2023-12-18 Memphis Grizzlies,17.5,86.95652173913044,Memphis Grizzlies,Spread Betting,0.0,0.0
-19,2023-12-18 Oklahoma City Thunder,-10.5,90.9090909090909,Oklahoma City Thunder,Spread Betting,1.0,1.0
-19,2023-12-18 Oklahoma City Thunder,-17.5,88.49557522123894,Oklahoma City Thunder,Spread Betting,0.0,1.0
-6,2023-12-18 Atlanta Hawks,-12.0,90.9090909090909,Atlanta Hawks,Spread Betting,1.0,0.0
-6,2023-12-18 Atlanta Hawks,-12.5,90.9090909090909,Atlanta Hawks,Spread Betting,0.0,0.0
6,2023-12-18 Detroit Pistons,11.5,92.5925925925926,Detroit Pistons,Spread Betting,1.0,1.0
6,2023-12-18 Detroit Pistons,12.5,84.7457627118644,Detroit Pistons,Spread Betting,0.0,1.0
4,2023-12-18 Miami Heat,2.0,89.28571428571429,Miami Heat,Spread Betting,1.0,0.0
4,2023-12-18 Miami Heat,-8.5,74.07407407407408,Miami Heat,Spread Betting,0.0,0.0
-4,2023-12-18 Minnesota Timberwolves,-2.0,92.5925925925926,Minnesota Timberwolves,Spread Betting,1.0,1.0
-4,2023-12-18 Minnesota Timberwolves,6.5,76.92307692307693,Minnesota Timberwolves,Spread Betting,0.0,1.0
5,2023-12-18 Houston Rockets,3.5,92.5925925925926,Houston Rockets,Spread Betting,1.0,0.0
5,2023-12-18 Houston Rockets,-2.5,90.9090909090909,Houston Rockets,Spread Betting,0.0,0.0
-5,2023-12-18 Cleveland Cavaliers,-3.5,89.28571428571429,Cleveland Cavaliers,Spread Betting,1.0,1.0
-5,2023-12-18 Cleveland Cavaliers,2.5,84.7457627118644,Cleveland Cavaliers,Spread Betting,0.0,1.0
5,2023-12-18 Los Angeles Lakers,-4.5,89.28571428571429,Los Angeles Lakers,Spread Betting,1.0,0.0
5,2023-12-18 Los Angeles Lakers,-2.5,84.7457627118644,Los Angeles Lakers,Spread Betting,0.0,0.0
-5,2023-12-18 New York Knicks,4.5,92.5925925925926,New York Knicks,Spread Betting,1.0,1.0
-5,2023-12-18 New York Knicks,4.5,81.9672131147541,New York Knicks,Spread Betting,0.0,1.0
-12,2023-12-18 Sacramento Kings,-14.0,89.28571428571429,Sacramento Kings,Spread Betting,1.0,0.0
-12,2023-12-18 Sacramento Kings,-15.5,83.33333333333334,Sacramento Kings,Spread Betting,0.0,0.0
12,2023-12-18 Washington Wizards,14.0,90.9090909090909,Washington Wizards,Spread Betting,1.0,1.0
12,2023-12-18 Washington Wizards,15.5,92.5925925925926,Washington Wizards,Spread Betting,0.0,1.0
17,2023-12-18 Brooklyn Nets,-3.0,87.71929824561403,Brooklyn Nets,Spread Betting,1.0,0.0
17,2023-12-18 Brooklyn Nets,-5.5,88.49557522123894,Brooklyn Nets,Spread Betting,0.0,0.0
-17,2023-12-18 Utah Jazz,3.5,87.71929824561403,Utah Jazz,Spread Betting,1.0,1.0
-17,2023-12-18 Utah Jazz,3.5,84.7457627118644,Utah Jazz,Spread Betting,0.0,1.0
-26,2023-12-18 Denver Nuggets,-8.0,89.28571428571429,Denver Nuggets,Spread Betting,1.0,1.0
-26,2023-12-18 Denver Nuggets,-9.5,83.33333333333334,Denver Nuggets,Spread Betting,0.0,1.0
26,2023-12-18 Dallas Mavericks,8.0,92.5925925925926,Dallas Mavericks,Spread Betting,1.0,0.0
26,2023-12-18 Dallas Mavericks,9.5,92.5925925925926,Dallas Mavericks,Spread Betting,0.0,0.0
-17,2023-12-17 Boston Celtics,-8.5,90.9090909090909,Boston Celtics,Spread Betting,1.0,1.0
-17,2023-12-17 Boston Celtics,-13.5,94.33962264150944,Boston Celtics,Spread Betting,0.0,1.0
17,2023-12-17 Orlando Magic,8.5,90.9090909090909,Orlando Magic,Spread Betting,1.0,0.0
17,2023-12-17 Orlando Magic,13.5,81.9672131147541,Orlando Magic,Spread Betting,0.0,0.0
36,2023-12-17 San Antonio Spurs,7.5,90.9090909090909,San Antonio Spurs,Spread Betting,1.0,0.0
36,2023-12-17 San Antonio Spurs,12.5,71.42857142857143,San Antonio Spurs,Spread Betting,0.0,0.0
-36,2023-12-17 New Orleans Pelicans,-7.5,90.9090909090909,New Orleans Pelicans,Spread Betting,1.0,1.0
-36,2023-12-17 New Orleans Pelicans,-12.5,108.0,New Orleans Pelicans,Spread Betting,0.0,1.0
9,2023-12-17 Houston Rockets,7.0,90.9090909090909,Houston Rockets,Spread Betting,1.0,0.0
9,2023-12-17 Houston Rockets,11.5,78.125,Houston Rockets,Spread Betting,0.0,1.0
-9,2023-12-17 Milwaukee Bucks,-7.0,90.9090909090909,Milwaukee Bucks,Spread Betting,1.0,1.0
-9,2023-12-17 Milwaukee Bucks,-11.5,98.0392156862745,Milwaukee Bucks,Spread Betting,0.0,0.0
4,2023-12-17 Washington Wizards,13.0,90.9090909090909,Washington Wizards,Spread Betting,1.0,1.0
4,2023-12-17 Washington Wizards,0.5,108.0,Washington Wizards,Spread Betting,0.0,0.0
-4,2023-12-17 Phoenix Suns,-13.0,90.9090909090909,Phoenix Suns,Spread Betting,1.0,0.0
-4,2023-12-17 Phoenix Suns,-0.5,71.42857142857143,Phoenix Suns,Spread Betting,0.0,1.0
4,2023-12-17 Portland Trail Blazers,5.5,89.28571428571429,Portland Trail Blazers,Spread Betting,1.0,1.0
4,2023-12-17 Portland Trail Blazers,14.5,87.71929824561403,Portland Trail Blazers,Spread Betting,0.0,1.0
-4,2023-12-17 Golden State Warriors,-5.5,92.5925925925926,Golden State Warriors,Spread Betting,1.0,0.0
-4,2023-12-17 Golden State Warriors,-10.5,100.0,Golden State Warriors,Spread Betting,0.0,0.0
53,2023-12-16 Charlotte Hornets,11.5,90.9090909090909,Charlotte Hornets,Spread Betting,1.0,0.0
53,2023-12-16 Charlotte Hornets,22.5,68.4931506849315,Charlotte Hornets,Spread Betting,0.0,0.0
-53,2023-12-16 Philadelphia 76ers,-12.0,90.9090909090909,Philadelphia 76ers,Spread Betting,1.0,1.0
-53,2023-12-16 Philadelphia 76ers,-22.5,112.0,Philadelphia 76ers,Spread Betting,0.0,1.0
4,2023-12-16 Brooklyn Nets,3.5,90.9090909090909,Brooklyn Nets,Spread Betting,1.0,0.0
4,2023-12-16 Brooklyn Nets,13.5,75.75757575757575,Brooklyn Nets,Spread Betting,0.0,1.0
-4,2023-12-16 Golden State Warriors,-3.5,90.9090909090909,Golden State Warriors,Spread Betting,1.0,1.0
-4,2023-12-16 Golden State Warriors,-13.5,102.0,Golden State Warriors,Spread Betting,0.0,0.0
2,2023-12-16 Chicago Bulls,5.5,90.9090909090909,Chicago Bulls,Spread Betting,1.0,1.0
2,2023-12-16 Chicago Bulls,6.5,80.0,Chicago Bulls,Spread Betting,0.0,1.0
-32,2023-12-16 Milwaukee Bucks,-17.0,90.9090909090909,Milwaukee Bucks,Spread Betting,1.0,1.0
-32,2023-12-16 Milwaukee Bucks,-26.5,94.33962264150944,Milwaukee Bucks,Spread Betting,0.0,1.0
32,2023-12-16 Detroit Pistons,16.5,90.9090909090909,Detroit Pistons,Spread Betting,1.0,0.0
32,2023-12-16 Detroit Pistons,26.5,81.9672131147541,Detroit Pistons,Spread Betting,0.0,0.0
8,2023-12-16 Atlanta Hawks,4.5,92.5925925925926,Atlanta Hawks,Spread Betting,1.0,0.0
8,2023-12-16 Atlanta Hawks,14.5,106.0,Atlanta Hawks,Spread Betting,0.0,1.0
-8,2023-12-16 Cleveland Cavaliers,-4.5,89.28571428571429,Cleveland Cavaliers,Spread Betting,1.0,1.0
-8,2023-12-16 Cleveland Cavaliers,-14.5,72.46376811594203,Cleveland Cavaliers,Spread Betting,0.0,0.0
18,2023-12-16 Indiana Pacers,10.5,92.5925925925926,Indiana Pacers,Spread Betting,1.0,0.0
18,2023-12-16 Indiana Pacers,5.5,110.0,Indiana Pacers,Spread Betting,0.0,0.0
-18,2023-12-16 Minnesota Timberwolves,-11.0,89.28571428571429,Minnesota Timberwolves,Spread Betting,1.0,1.0
-18,2023-12-16 Minnesota Timberwolves,-5.5,69.44444444444444,Minnesota Timberwolves,Spread Betting,0.0,1.0
-2,2023-12-16 Miami Heat,-5.0,90.9090909090909,Miami Heat,Spread Betting,1.0,0.0
-2,2023-12-16 Miami Heat,-4.5,104.0,Miami Heat,Spread Betting,0.0,0.0
11,2023-12-16 Portland Trail Blazers,4.5,90.9090909090909,Portland Trail Blazers,Spread Betting,1.0,0.0
11,2023-12-16 Portland Trail Blazers,7.5,88.49557522123894,Portland Trail Blazers,Spread Betting,0.0,0.0
-11,2023-12-16 Dallas Mavericks,-4.5,90.9090909090909,Dallas Mavericks,Spread Betting,1.0,1.0
-11,2023-12-16 Dallas Mavericks,-9.5,78.125,Dallas Mavericks,Spread Betting,0.0,1.0
-21,2023-12-16 Sacramento Kings,-8.0,89.28571428571429,Sacramento Kings,Spread Betting,1.0,1.0
-21,2023-12-16 Sacramento Kings,-14.5,104.0,Sacramento Kings,Spread Betting,0.0,1.0
21,2023-12-16 Utah Jazz,8.0,92.5925925925926,Utah Jazz,Spread Betting,1.0,0.0
21,2023-12-16 Utah Jazz,12.5,86.95652173913044,Utah Jazz,Spread Betting,0.0,0.0
22,2023-12-16 New York Knicks,6.5,90.9090909090909,New York Knicks,Spread Betting,1.0,0.0
22,2023-12-16 New York Knicks,7.5,96.15384615384616,New York Knicks,Spread Betting,0.0,0.0
-1,2023-12-16 Oklahoma City Thunder,4.5,90.9090909090909,Oklahoma City Thunder,Spread Betting,1.0,1.0
-1,2023-12-16 Oklahoma City Thunder,6.5,90.9090909090909,Oklahoma City Thunder,Spread Betting,0.0,1.0
1,2023-12-16 Denver Nuggets,-5.0,90.9090909090909,Denver Nuggets,Spread Betting,1.0,0.0
1,2023-12-16 Denver Nuggets,-4.5,81.9672131147541,Denver Nuggets,Spread Betting,0.0,0.0
17,2023-12-15 Orlando Magic,5.5,90.9090909090909,Orlando Magic,Spread Betting,1.0,0.0
17,2023-12-15 Orlando Magic,12.5,83.33333333333334,Orlando Magic,Spread Betting,0.0,0.0
-5,2023-12-15 New Orleans Pelicans,-9.5,90.9090909090909,New Orleans Pelicans,Spread Betting,1.0,0.0
-5,2023-12-15 New Orleans Pelicans,-12.5,90.9090909090909,New Orleans Pelicans,Spread Betting,0.0,0.0
5,2023-12-15 Charlotte Hornets,9.5,90.9090909090909,Charlotte Hornets,Spread Betting,1.0,1.0
5,2023-12-15 Charlotte Hornets,12.5,84.7457627118644,Charlotte Hornets,Spread Betting,0.0,1.0
32,2023-12-15 Detroit Pistons,15.5,90.9090909090909,Detroit Pistons,Spread Betting,1.0,0.0
32,2023-12-15 Detroit Pistons,26.5,72.46376811594203,Detroit Pistons,Spread Betting,0.0,0.0
-32,2023-12-15 Philadelphia 76ers,-15.5,90.9090909090909,Philadelphia 76ers,Spread Betting,1.0,1.0
-32,2023-12-15 Philadelphia 76ers,-18.5,76.92307692307693,Philadelphia 76ers,Spread Betting,0.0,1.0
21,2023-12-15 Toronto Raptors,-2.0,89.28571428571429,Toronto Raptors,Spread Betting,1.0,0.0
21,2023-12-15 Toronto Raptors,5.5,90.9090909090909,Toronto Raptors,Spread Betting,0.0,0.0
-21,2023-12-15 Atlanta Hawks,2.0,92.5925925925926,Atlanta Hawks,Spread Betting,1.0,1.0
-21,2023-12-15 Atlanta Hawks,-5.5,84.7457627118644,Atlanta Hawks,Spread Betting,0.0,1.0
-14,2023-12-15 Washington Wizards,8.5,90.9090909090909,Washington Wizards,Spread Betting,1.0,1.0
-14,2023-12-15 Washington Wizards,-3.5,81.9672131147541,Washington Wizards,Spread Betting,0.0,1.0
14,2023-12-15 Indiana Pacers,-8.5,90.9090909090909,Indiana Pacers,Spread Betting,1.0,0.0
14,2023-12-15 Indiana Pacers,2.5,81.9672131147541,Indiana Pacers,Spread Betting,0.0,0.0
-17,2023-12-15 Boston Celtics,-5.5,90.9090909090909,Boston Celtics,Spread Betting,1.0,1.0
-17,2023-12-15 Boston Celtics,-12.5,94.33962264150944,Boston Celtics,Spread Betting,0.0,1.0
-14,2023-12-15 San Antonio Spurs,4.5,90.9090909090909,San Antonio Spurs,Spread Betting,1.0,1.0
-14,2023-12-15 San Antonio Spurs,1.5,88.49557522123894,San Antonio Spurs,Spread Betting,0.0,1.0
14,2023-12-15 Los Angeles Lakers,-4.0,90.9090909090909,Los Angeles Lakers,Spread Betting,1.0,0.0
14,2023-12-15 Los Angeles Lakers,5.5,83.33333333333334,Los Angeles Lakers,Spread Betting,0.0,0.0
